TrapID,Date_YMD,Exp_or_Cont,design,days_since_last_haul,depth_m,N_coord,W_coord,location_exposure,Habitat,mean_length_cm,total_biomass_kg,no_fish,no_species
C4,2018-03-16,Control,Z,4,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,17.9333333333333,2.568,15,7
C4,2018-03-20,Control,Z,4,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,21.0172413793103,6.519,29,10
C4,2018-03-24,Control,Z,4,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,21.4642857142857,3.204,14,4
C4,2018-03-28,Control,Z,4,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,21.2142857142857,1.708,7,4
C4,2018-04-03,Control,Z,6,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,21.9285714285714,3.512,14,6
C4,2018-04-10,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,19.6190476190476,3.86,21,6
C4,2018-04-17,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,22.5333333333333,3.671,15,7
C4,2018-04-24,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,22.2954545454545,8.33,22,7
C4,2018-05-01,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,25.3518518518519,9.925,27,7
C4,2018-05-08,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,21.7575757575758,7.49,33,8
C4,2018-05-15,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,22.8409090909091,6.885,22,5
C4,2018-05-22,Control,Z,7,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,20.8269230769231,5.533,26,5
C4,2018-06-05,Control,Z,14,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,22.5,2.98,11,3
C4,2018-06-19,Control,Z,14,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,41.1,5.4,5,3
C4,2018-08-02,Control,Z,30,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,33.75,4.76,4,1
C4,2018-08-14,Control,Z,12,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,31.5,0.78,1,1
C4,2018-08-28,Control,Z,14,28.0416,16.7109633333334,-62.239745,Leeward,Seagrass,35.5,3.58,5,3
C5,2018-03-16,Control,Z,4,50.292,16.7617916666667,-62.23525,Leeward,Sand,23,0.3,1,1
C5,2018-03-20,Control,Z,4,50.292,16.7617916666667,-62.23525,Leeward,Sand,23.1666666666667,0.64,3,2
C5,2018-03-24,Control,Z,4,50.292,16.7617916666667,-62.23525,Leeward,Sand,23,0.451,2,1
C5,2018-03-28,Control,Z,4,50.292,16.7617916666667,-62.23525,Leeward,Sand,0,0,0,0
C5,2018-04-03,Control,Z,6,50.292,16.7617916666667,-62.23525,Leeward,Sand,32,0.72,1,1
C5,2018-04-10,Control,Z,7,50.292,16.7617916666667,-62.23525,Leeward,Sand,24.75,1.102,4,2
C5,2018-04-17,Control,Z,7,50.292,16.7617916666667,-62.23525,Leeward,Sand,29,0.1,1,1
C5,2018-04-24,Control,Z,7,50.292,16.7617916666667,-62.23525,Leeward,Sand,25.3333333333333,0.89,3,3
C5,2018-05-08,Control,Z,7,50.292,16.7617916666667,-62.23525,Leeward,Sand,24,2.21,9,3
C5,2018-05-22,Control,Z,7,50.292,16.7617916666667,-62.23525,Leeward,Sand,29.3,2.88,5,3
C5,2018-06-05,Control,Z,14,50.292,16.7617916666667,-62.23525,Leeward,Sand,27.6111111111111,7.42,18,7
C5,2018-06-19,Control,Z,14,50.292,16.7617916666667,-62.23525,Leeward,Sand,24.1896551724138,20.08,29,8
C5,2018-07-03,Control,Z,14,50.292,16.7617916666667,-62.23525,Leeward,Sand,22.9166666666667,7.61,12,6
C5,2018-08-02,Control,Z,30,50.292,16.7617916666667,-62.23525,Leeward,Sand,25.9444444444444,2.68,9,3
C5,2018-08-14,Control,Z,12,50.292,16.7617916666667,-62.23525,Leeward,Sand,26.75,3.26,8,1
C5,2018-08-28,Control,Z,14,50.292,16.7617916666667,-62.23525,Leeward,Sand,21.375,0.9,4,4
C5,2018-09-11,Control,Z,14,50.292,16.7617916666667,-62.23525,Leeward,Sand,28.5833333333333,2.8,6,2
C5,2018-09-23,Control,Z,12,50.292,16.7617916666667,-62.23525,Leeward,Sand,24.1333333333333,5.64,15,5
C5,2018-10-23,Control,Z,30,50.292,16.7617916666667,-62.23525,Leeward,Sand,26.9375,3.34,8,6
C5,2018-11-21,Control,Z,29,50.292,16.7617916666667,-62.23525,Leeward,Sand,25.53125,4.4,16,6
C6,2018-03-16,Control,Z,4,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,27,0.306,1,1
C6,2018-03-20,Control,Z,4,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,25.25,2.276,6,6
C6,2018-03-24,Control,Z,4,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,21.5,1.026,4,1
C6,2018-03-28,Control,Z,4,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,24,0.343,1,1
C6,2018-04-03,Control,Z,6,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,26,0.862,3,3
C6,2018-04-10,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,22.8,2.794,10,7
C6,2018-04-17,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,20.3695652173913,5.012,23,3
C6,2018-04-24,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,24.25,1.57,6,5
C6,2018-05-01,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,27.75,0.695,2,2
C6,2018-05-08,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,22.25,0.595,2,2
C6,2018-05-15,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,26.5,0.705,2,2
C6,2018-05-22,Control,Z,7,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,22,2.135,8,6
C6,2018-06-05,Control,Z,14,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,25.0434782608696,8.902,23,9
C6,2018-07-03,Control,Z,14,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,35.5,2.06,1,1
C6,2018-08-02,Control,Z,30,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,25.6904761904762,15.8,42,8
C6,2018-08-14,Control,Z,12,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,31.0833333333333,9.26,18,7
C6,2018-08-28,Control,Z,14,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,27.875,2.45,4,3
C6,2018-09-11,Control,Z,14,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,29.375,2.14,4,3
C6,2018-09-23,Control,Z,12,35.052,16.7582066666667,-62.2371977777778,Leeward,Sand,30.6666666666667,2.25,6,2
C7,2018-03-16,Control,Z,4,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,19.5,0.379,2,2
C7,2018-03-20,Control,Z,4,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,0,0,0,0
C7,2018-03-24,Control,Z,4,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,16.3421052631579,2.706,19,5
C7,2018-03-28,Control,Z,4,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,17,0.241,2,2
C7,2018-04-03,Control,Z,6,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,22.1666666666667,2.12,9,5
C7,2018-04-10,Control,Z,7,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,16.7391304347826,2.914,23,5
C7,2018-04-17,Control,Z,7,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,19,0.407,2,2
C7,2018-05-22,Control,Z,7,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,28.1666666666667,1.015,3,2
C7,2018-07-03,Control,Z,14,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,25.8636363636364,10.51,11,5
C7,2018-08-02,Control,Z,30,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,30.45,10.6,10,3
C7,2018-08-14,Control,Z,12,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,18.6071428571429,2.67,14,4
C7,2018-08-28,Control,Z,14,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,0,0,0,0
C7,2018-09-11,Control,Z,14,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,24.3571428571429,4.32,14,6
C7,2018-09-23,Control,Z,12,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,30.5833333333333,2.54,6,2
C7,2018-10-23,Control,Z,30,48.4632,16.7881888888889,-62.2289244444445,Leeward,Hard Bottom and Sand,23,2.28,9,3
C8,2018-03-16,Control,Z,4,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,16.5625,1.158,8,4
C8,2018-03-20,Control,Z,4,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,25,1.483,4,3
C8,2018-03-24,Control,Z,4,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,18,0.247,2,1
C8,2018-03-28,Control,Z,4,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,16.0625,0.88,8,4
C8,2018-04-10,Control,Z,7,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,18.2173913043478,3.414,23,11
C8,2018-04-17,Control,Z,7,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,0,0,0,0
C8,2018-04-24,Control,Z,7,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,27.2857142857143,7.03,7,5
C8,2018-05-01,Control,Z,7,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,25.8,3.503,10,4
C8,2018-05-15,Control,Z,7,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,21.9285714285714,1.835,7,2
C8,2018-06-05,Control,Z,14,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,33,1.87,3,2
C8,2018-06-19,Control,Z,14,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,19.5,3.46,8,1
C8,2018-07-03,Control,Z,14,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,29.5789473684211,19.58,19,5
C8,2018-08-02,Control,Z,30,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,26.4666666666667,5.92,15,5
C8,2018-08-14,Control,Z,12,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,24.25,1.34,4,3
C8,2018-08-28,Control,Z,14,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,28.6923076923077,4.7,13,5
C8,2018-09-11,Control,Z,14,49.3776,16.7906166666667,-62.2270916666667,Leeward,Sand,27.6666666666667,0.9,3,2
C9,2018-03-16,Control,Z,4,15.24,16.82244,-62.2074083333334,Leeward,Sand,22.8214285714286,4.09,14,3
C9,2018-03-20,Control,Z,4,15.24,16.82244,-62.2074083333334,Leeward,Sand,32.5,0.63,1,1
C9,2018-03-28,Control,Z,4,15.24,16.82244,-62.2074083333334,Leeward,Sand,0,0,0,0
C9,2018-04-17,Control,Z,7,15.24,16.82244,-62.2074083333334,Leeward,Sand,17.2857142857143,7.081,49,3
C9,2018-04-24,Control,Z,7,15.24,16.82244,-62.2074083333334,Leeward,Sand,25.5,2.35,4,2
C9,2018-06-19,Control,Z,14,15.24,16.82244,-62.2074083333334,Leeward,Sand,35.25,6.71,6,3
C9,2018-07-03,Control,Z,14,15.24,16.82244,-62.2074083333334,Leeward,Sand,21.5,0.49,1,1
C9,2018-08-02,Control,Z,30,15.24,16.82244,-62.2074083333334,Leeward,Sand,23,0.94,3,2
C9,2018-08-14,Control,Z,12,15.24,16.82244,-62.2074083333334,Leeward,Sand,35,0.74,2,2
C9,2018-08-28,Control,Z,14,15.24,16.82244,-62.2074083333334,Leeward,Sand,31,1.92,3,2
E1,2018-03-16,Experimental,Z,4,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,17.25,0.33,2,1
E1,2018-03-20,Experimental,Z,4,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,28.375,2.195,4,2
E1,2018-03-24,Experimental,Z,4,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,25.85,3.75,10,3
E1,2018-03-28,Experimental,Z,4,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,27.5,0.286,1,1
E1,2018-04-03,Experimental,Z,6,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,22.6190476190476,5.304,21,10
E1,2018-04-10,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,25,0.496,2,2
E1,2018-04-17,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,26.5,1.799,7,4
E1,2018-04-24,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,28.1388888888889,7.16,18,3
E1,2018-05-01,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,28.7777777777778,3.52,9,4
E1,2018-05-08,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,23.575,9.78,40,13
E1,2018-05-15,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,23.8333333333333,3.725,12,4
E1,2018-05-22,Experimental,Z,7,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,26.21875,5.57,16,9
E1,2018-06-05,Experimental,Z,14,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,27.25,10.756,44,10
E1,2018-06-19,Experimental,Z,14,32.9184,16.6884183333334,-62.2136783333333,Leeward,Sand,25.3125,5.83,8,4
E10,2018-03-16,Experimental,Z,4,NA,16.82343,-62.20507,Leeward,Sand,0,0,0,0
E10,2018-03-20,Experimental,Z,4,NA,16.82343,-62.20507,Leeward,Sand,24.5,0.291,1,1
E10,2018-03-28,Experimental,Z,4,NA,16.82343,-62.20507,Leeward,Sand,20,0.206,1,1
E10,2018-04-03,Experimental,Z,6,NA,16.82343,-62.20507,Leeward,Sand,20,1.577,8,2
E10,2018-05-01,Experimental,Z,7,NA,16.82343,-62.20507,Leeward,Sand,29,1.67,3,1
E10,2018-09-23,Experimental,Z,12,NA,16.82343,-62.20507,Leeward,Sand,23,1.18,4,2
E11,2018-04-30,Experimental,V,6,NA,16.8503666666667,-62.1768166666667,Windward,Algal Reef (Hard Bottom),24.5,0.555,2,2
E11,2018-06-05,Experimental,V,14,NA,16.8503666666667,-62.1768166666667,Windward,Algal Reef (Hard Bottom),28.4285714285714,2.63,7,2
E11,2018-06-19,Experimental,V,14,NA,16.8503666666667,-62.1768166666667,Windward,Algal Reef (Hard Bottom),28.6,4.17,5,3
E11,2018-08-28,Experimental,V,14,NA,16.8503666666667,-62.1768166666667,Windward,Algal Reef (Hard Bottom),0,0,0,0
E11,2018-09-11,Experimental,V,14,NA,16.8503666666667,-62.1768166666667,Windward,Algal Reef (Hard Bottom),21.8235294117647,3.9,17,9
E12,2018-04-30,Experimental,V,6,NA,NA,NA,Windward,NA,26,0.61,2,1
E12,2018-08-28,Experimental,V,14,NA,NA,NA,Windward,NA,28,10.14,27,7
E12,2018-09-11,Experimental,V,14,NA,NA,NA,Windward,NA,22.5,3.86,17,3
E13,2018-04-30,Experimental,V,6,31.0896,16.82385,-62.16765,Windward,Coral Reef,21.5,2.77,11,5
E13,2018-06-05,Experimental,V,14,31.0896,16.82385,-62.16765,Windward,Coral Reef,21,0.93,4,3
E13,2018-08-28,Experimental,V,14,31.0896,16.82385,-62.16765,Windward,Coral Reef,0,0,0,0
E13,2018-09-23,Experimental,V,12,31.0896,16.82385,-62.16765,Windward,Coral Reef,26.5,1,2,1
E14,2018-04-30,Experimental,V,6,NA,16.8441,-62.1659666666667,Windward,Algal Reef (Hard Bottom),33.5,0.97,2,1
E14,2018-09-11,Experimental,V,14,NA,16.8441,-62.1659666666667,Windward,Algal Reef (Hard Bottom),28.7222222222222,3.22,9,4
E15,2018-06-05,Experimental,V,14,NA,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),22.2083333333333,4.69,12,3
E15,2018-08-28,Experimental,V,14,NA,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),29,1.42,3,2
E15,2018-09-23,Experimental,V,12,NA,16.8433833333333,-62.1644333333333,Windward,Algal Reef (Hard Bottom),29,3.6,9,4
E16,2018-08-28,Experimental,V,14,32.9184,16.7096,-62.2416,Leeward,Sand,0,0,0,0
E17,2018-08-28,Experimental,V,14,NA,16.7100333333333,-62.2418666666667,Leeward,Sand,26.0833333333333,7.36,24,8
E17,2018-09-11,Experimental,V,14,NA,16.7100333333333,-62.2418666666667,Leeward,Sand,24.2941176470588,4.58,17,6
E17,2018-09-23,Experimental,V,12,NA,16.7100333333333,-62.2418666666667,Leeward,Sand,25.4545454545455,3.62,11,6
E17,2018-10-23,Experimental,V,30,NA,16.7100333333333,-62.2418666666667,Leeward,Sand,25.5,0.92,3,2
E18,2018-08-28,Experimental,V,14,NA,16.71005,-62.2431166666667,Leeward,Sand,30.6,3.01,5,3
E18,2018-09-11,Experimental,V,14,NA,16.71005,-62.2431166666667,Leeward,Sand,25.8823529411765,5.76,17,7
E18,2018-09-23,Experimental,V,12,NA,16.71005,-62.2431166666667,Leeward,Sand,26.45,3.54,10,7
E18,2018-10-23,Experimental,V,30,NA,16.71005,-62.2431166666667,Leeward,Sand,26.03125,6.58,16,6
E19,2018-08-28,Experimental,V,14,22.86,16.71,-62.2391,Leeward,Sand,26,1.4,5,4
E19,2018-09-11,Experimental,V,14,22.86,16.71,-62.2391,Leeward,Sand,28.1,2.04,5,4
E19,2018-09-23,Experimental,V,12,22.86,16.71,-62.2391,Leeward,Sand,26.0714285714286,2.08,7,4
E19,2018-10-23,Experimental,V,30,22.86,16.71,-62.2391,Leeward,Sand,24.5,0.32,1,1
E19,2018-11-21,Experimental,V,29,22.86,16.71,-62.2391,Leeward,Sand,29.0833333333333,2.2,6,4
E2,2018-03-16,Experimental,Z,4,NA,NA,NA,Leeward,NA,0,0,0,0
E2,2018-03-20,Experimental,Z,4,NA,NA,NA,Leeward,NA,0,0,0,0
E20,2018-08-28,Experimental,V,14,19.2024,16.7102666666667,-62.2397333333333,Leeward,Sand,22,3.32,14,6
E20,2018-09-23,Experimental,V,12,19.2024,16.7102666666667,-62.2397333333333,Leeward,Sand,25.6666666666667,8.72,24,4
E20,2018-10-23,Experimental,V,30,19.2024,16.7102666666667,-62.2397333333333,Leeward,Sand,24.8333333333333,1.72,6,3
E20,2018-11-21,Experimental,V,29,19.2024,16.7102666666667,-62.2397333333333,Leeward,Sand,28,0.32,1,1
E3,2018-03-16,Experimental,Z,4,32.6136,16.71026,-62.236665,Leeward,Seagrass,19.5,3.876,22,10
E3,2018-03-20,Experimental,Z,4,32.6136,16.71026,-62.236665,Leeward,Seagrass,20.46,5.291,25,5
E3,2018-03-24,Experimental,Z,4,32.6136,16.71026,-62.236665,Leeward,Seagrass,21.15,2.263,10,5
E3,2018-03-28,Experimental,Z,4,32.6136,16.71026,-62.236665,Leeward,Seagrass,19.2884615384615,4.586,26,6
E3,2018-04-03,Experimental,Z,6,32.6136,16.71026,-62.236665,Leeward,Seagrass,22.35,8.044,30,7
E3,2018-04-10,Experimental,Z,7,32.6136,16.71026,-62.236665,Leeward,Seagrass,20.2666666666667,9.239,45,6
E3,2018-04-17,Experimental,Z,7,32.6136,16.71026,-62.236665,Leeward,Seagrass,21.3452380952381,9.427,42,8
E3,2018-04-24,Experimental,Z,7,32.6136,16.71026,-62.236665,Leeward,Seagrass,26.9375,2.87,8,5
E3,2018-05-01,Experimental,Z,7,32.6136,16.71026,-62.236665,Leeward,Seagrass,28.2666666666667,7.615,15,5
E3,2018-05-08,Experimental,Z,7,32.6136,16.71026,-62.236665,Leeward,Seagrass,30,1.265,2,2
E3,2018-05-22,Experimental,Z,7,32.6136,16.71026,-62.236665,Leeward,Seagrass,20.8,2.235,10,4
E3,2018-06-19,Experimental,Z,14,32.6136,16.71026,-62.236665,Leeward,Seagrass,26.3214285714286,25.821,28,9
E3,2018-07-03,Experimental,Z,14,32.6136,16.71026,-62.236665,Leeward,Seagrass,26.2,9.59,10,7
