TrapID,Surveyors,Length_cm,LengthType_FL_TL,Weight_Grams,sciname,Date_YMD,Exp_or_Cont,design,Deep_Shallow,days_since_last_haul,common,family,N_coord,W_coord,location_exposure,Habitat,depth_m,zero_or_1_fish
C3,"KJ,SC,LA",18.5,FL,160,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",19,FL,195,Acanthurus coeruleus,2018-05-01,Control,Z,Shallow,7,Blue tang,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",17.5,FL,160,Acanthurus coeruleus,2018-05-01,Control,Z,Shallow,7,Blue tang,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",19,FL,159,Haemulon flavolineatum,2018-05-01,Control,Z,Shallow,7,French grunt,Haemulidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",18.5,FL,135,Haemulon flavolineatum,2018-05-01,Control,Z,Shallow,7,French grunt,Haemulidae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",19,FL,190,Acanthurus coeruleus,2018-05-01,Control,Z,Shallow,7,Blue tang,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",29,TL,440,Scarus taeniopterus,2018-05-01,Control,Z,Shallow,7,Princess parrotfish,Scaridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",25,FL,205,Sparisoma viride,2018-05-01,Control,Z,Shallow,7,Stoplight parrotfish,Scaridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",15.5,FL,120,Acanthurus coeruleus,2018-05-01,Control,Z,Shallow,7,Blue tang,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
C3,"KJ,SC,LA",21,FL,190,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7078833333333,-62.23888,Leeward,Sand,27.1272,1
E3,"KJ,SC,LA",29,FL,350,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",32,FL,490,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",27.5,FL,300,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",33,FL,605,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",25.5,FL,270,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",32,FL,795,Anisotremus surinamensis,2018-05-01,Experimental,Z,Shallow,7,Black margate,Haemulidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",26,FL,275,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",54,FL,1580,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",24,TL,290,Acanthostracion polygonius,2018-05-01,Experimental,Z,Shallow,7,Honeycomb cowfish,Ostraciidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",36.5,FL,1300,Anisotremus surinamensis,2018-05-01,Experimental,Z,Shallow,7,Black margate,Haemulidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",28,FL,335,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",25.5,FL,235,Ocyurus chrysurus,2018-05-01,Experimental,Z,Shallow,7,Yellowtail snapper,Lutjanidae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",21,FL,260,Acanthurus coeruleus,2018-05-01,Experimental,Z,Shallow,7,Blue tang,Acanthuridae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",13,FL,350,Acanthurus chirurgus,2018-05-01,Experimental,Z,Shallow,7,Doctorfish,Acanthuridae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
E3,"KJ,SC,LA",17,FL,180,Acanthurus coeruleus,2018-05-01,Experimental,Z,Shallow,7,Blue tang,Acanthuridae,16.71026,-62.236665,Leeward,Seagrass,32.6136,1
C8,"KJ,SC,LA",40,TL,800,Pterois volitans,2018-05-01,Control,Z,Deep,7,Red lionfish,Scorpaenidae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",30,TL,360,Epinephelus guttatus,2018-05-01,Control,Z,Deep,7,Red hind,Serranidae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",34.5,TL,725,Cantherhines macrocerus,2018-05-01,Control,Z,Deep,7,Whitespotted filefish,Monacanthidae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",30,TL,465,Cantherhines macrocerus,2018-05-01,Control,Z,Deep,7,Whitespotted filefish,Monacanthidae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",35,TL,550,Epinephelus guttatus,2018-05-01,Control,Z,Deep,7,Red hind,Serranidae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",19,FL,135,Acanthurus chirurgus,2018-05-01,Control,Z,Deep,7,Doctorfish,Acanthuridae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",18,FL,135,Acanthurus chirurgus,2018-05-01,Control,Z,Deep,7,Doctorfish,Acanthuridae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",17.5,FL,103,Acanthurus chirurgus,2018-05-01,Control,Z,Deep,7,Doctorfish,Acanthuridae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",19,FL,155,Acanthurus chirurgus,2018-05-01,Control,Z,Deep,7,Doctorfish,Acanthuridae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C8,"KJ,SC,LA",15,FL,75,Acanthurus chirurgus,2018-05-01,Control,Z,Deep,7,Doctorfish,Acanthuridae,16.7906166666667,-62.2270916666667,Leeward,Sand,49.3776,1
C6,"KJ,SC,LA",25.5,FL,265,Lutjanus buccanella,2018-05-01,Control,Z,Deep,7,Blackfin snapper,Lutjanidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
C6,"KJ,SC,LA",30,FL,430,Lutjanus synagris,2018-05-01,Control,Z,Deep,7,Lane snapper,Lutjanidae,16.7582066666667,-62.2371977777778,Leeward,Sand,35.052,1
E8,"KJ,SC,LA",26.5,FL,290,Lutjanus synagris,2018-05-01,Experimental,Z,Shallow,7,Lane snapper,Lutjanidae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA",24,FL,225,Lutjanus mahogoni,2018-05-01,Experimental,Z,Shallow,7,Mahogany snapper,Lutjanidae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
C4,"KJ,SC,LA",25,TL,430,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",27.5,TL,650,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",27.5,TL,555,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",27,TL,305,Acanthostracion polygonius,2018-05-01,Control,Z,Shallow,7,Honeycomb cowfish,Ostraciidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",23,FL,265,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",28,TL,575,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",33.5,FL,745,Haemulon sciurus,2018-05-01,Control,Z,Shallow,7,Bluestriped grunt,Haemulidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",23.5,TL,215,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",18.5,TL,185,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",27,TL,450,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",26.5,TL,565,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",24.5,TL,365,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",27,TL,330,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",29,TL,285,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",28,TL,310,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",25,TL,265,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",26,TL,375,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",26,TL,410,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",18,TL,180,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",26.5,TL,330,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",26.5,FL,400,Acanthurus chirurgus,2018-05-01,Control,Z,Shallow,7,Doctorfish,Acanthuridae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",22.5,TL,200,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",25,TL,250,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",23,TL,235,Cantherhines macrocerus,2018-05-01,Control,Z,Shallow,7,Whitespotted filefish,Monacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",26.5,TL,495,Holacanthus ciliaris,2018-05-01,Control,Z,Shallow,7,Queen angelfish,Pomacanthidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",29,FL,430,Mulloidichthys martinicus,2018-05-01,Control,Z,Shallow,7,Yellow goatfish,Mullidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
C4,"KJ,SC,LA",15,TL,125,Chaetodon ocellatus,2018-05-01,Control,Z,Shallow,7,Spotfin butterflyfish,Chaetodontidae,16.7109633333334,-62.239745,Leeward,Seagrass,28.0416,1
E8,"KJ,SC,LA,CB",20,FL,220,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",20.5,FL,260,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",19.5,FL,200,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",20,FL,220,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",19,FL,180,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",19,FL,200,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",18,FL,160,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",19.5,FL,220,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E8,"KJ,SC,LA,CB",15.5,FL,120,Acanthurus coeruleus,2018-08-02,Experimental,Z,Shallow,30,Blue tang,Acanthuridae,16.7844522222222,-62.2217866666667,Leeward,Sand,18.5928,1
E4,"KJ,SC,LA,CB",38.5,FL,1700,Balistes vetula,2018-08-02,Experimental,Z,Deep,30,Queen triggerfish,Balistidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",31,FL,620,Calamus pennatula,2018-08-02,Experimental,Z,Deep,30,Pluma porgy,Sparidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",25,FL,360,Calamus pennatula,2018-08-02,Experimental,Z,Deep,30,Pluma porgy,Sparidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",33,TL,440,Epinephelus guttatus,2018-08-02,Experimental,Z,Deep,30,Red hind,Serranidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",30.5,TL,400,Epinephelus guttatus,2018-08-02,Experimental,Z,Deep,30,Red hind,Serranidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",33,TL,460,Epinephelus guttatus,2018-08-02,Experimental,Z,Deep,30,Red hind,Serranidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",34,TL,580,Epinephelus guttatus,2018-08-02,Experimental,Z,Deep,30,Red hind,Serranidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",30,FL,960,Anisotremus surinamensis,2018-08-02,Experimental,Z,Deep,30,Black margate,Haemulidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",25.5,FL,460,Anisotremus surinamensis,2018-08-02,Experimental,Z,Deep,30,Black margate,Haemulidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",28,FL,320,Lutjanus synagris,2018-08-02,Experimental,Z,Deep,30,Lane snapper,Lutjanidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",29,FL,340,Lutjanus synagris,2018-08-02,Experimental,Z,Deep,30,Lane snapper,Lutjanidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",28,FL,340,Lutjanus synagris,2018-08-02,Experimental,Z,Deep,30,Lane snapper,Lutjanidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",26.5,FL,300,Lutjanus synagris,2018-08-02,Experimental,Z,Deep,30,Lane snapper,Lutjanidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",22,TL,200,Acanthostracion polygonius,2018-08-02,Experimental,Z,Deep,30,Honeycomb cowfish,Ostraciidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
E4,"KJ,SC,LA,CB",22,TL,200,Acanthostracion polygonius,2018-08-02,Experimental,Z,Deep,30,Honeycomb cowfish,Ostraciidae,16.7088272222222,-62.2381144444444,Leeward,Sand,38.4048,1
C5,"KJ,SC,LA,CB",23,FL,220,Holocentrus adscensionis,2018-08-02,Control,Z,Deep,30,Squirrelfish,Holocentridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",22,FL,240,Holocentrus adscensionis,2018-08-02,Control,Z,Deep,30,Squirrelfish,Holocentridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",22.5,FL,180,Holocentrus adscensionis,2018-08-02,Control,Z,Deep,30,Squirrelfish,Holocentridae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",27.5,FL,300,Lutjanus synagris,2018-08-02,Control,Z,Deep,30,Lane snapper,Lutjanidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",29,FL,340,Lutjanus synagris,2018-08-02,Control,Z,Deep,30,Lane snapper,Lutjanidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",24,TL,180,Cantherhines macrocerus,2018-08-02,Control,Z,Deep,30,Whitespotted filefish,Monacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",25,TL,240,Cantherhines macrocerus,2018-08-02,Control,Z,Deep,30,Whitespotted filefish,Monacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",29,TL,400,Cantherhines macrocerus,2018-08-02,Control,Z,Deep,30,Whitespotted filefish,Monacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
C5,"KJ,SC,LA,CB",31.5,TL,580,Cantherhines macrocerus,2018-08-02,Control,Z,Deep,30,Whitespotted filefish,Monacanthidae,16.7617916666667,-62.23525,Leeward,Sand,50.292,1
